EXPENSE_YEAR,EXPENSE_MONTH,ORGANIZATION_CODE,EXPENSE_TYPE_CODE,EXPENSE_PLAN_TOTAL
2017,10,6760,21,3000.00
2017,10,6800,21,3000.00
2017,10,6810,21,2000.00
2017,10,6820,21,2000.00
2017,10,7700,21,2000.00
2017,10,7710,21,1000.00
2017,10,7720,21,2000.00
2017,10,7730,21,2000.00
2017,10,7740,21,4000.00
2017,10,7750,21,2000.00
2017,10,7760,21,2000.00
2017,10,7800,21,2000.00
2017,10,7810,21,1000.00
2017,10,7820,21,1000.00
2017,10,8700,21,2000.00
2017,10,8710,21,1000.00
2017,10,8720,21,2000.00
2017,10,8730,21,2000.00
2017,10,8740,21,5000.00
2017,10,8750,21,2000.00
2017,10,8760,21,2000.00
2017,10,8800,21,2000.00
2017,10,8810,21,1000.00
2017,10,8820,21,2000.00
2017,11,006,21,3000.00
2017,11,007,21,2000.00
2017,11,009,21,3000.00
2017,11,013,21,2000.00
2017,11,014,21,2000.00
2017,11,015,21,2000.00
2017,11,017,21,2000.00
2017,11,018,21,2000.00
2017,11,019,21,3000.00
2017,11,020,21,3000.00
2017,11,021,21,2000.00
2017,11,022,21,2000.00
2017,11,023,21,2000.00
2017,11,024,21,2000.00
2017,11,025,21,2000.00
2017,11,026,21,2000.00
2017,11,029,21,3000.00
2017,11,030,21,2000.00
2017,11,031,21,2000.00
2017,11,032,21,3000.00
2017,11,033,21,3000.00
2017,11,034,21,4000.00
2017,11,035,21,2000.00
2017,11,036,21,2000.00
2017,11,039,21,2000.00
2017,11,040,21,14000.00
2017,11,1700,21,5000.00
2017,11,1710,21,1000.00
2017,11,1720,21,2000.00
2017,11,1730,21,2000.00
2017,11,1740,21,8000.00
2017,11,1750,21,2000.00
2017,11,1760,21,3000.00
2017,11,1800,21,3000.00
2017,11,1810,21,5000.00
2017,11,1820,21,3000.00
2017,11,4700,21,2000.00
2017,11,4710,21,1000.00
2017,11,4720,21,1000.00
2017,11,4730,21,1000.00
2017,11,4740,21,4000.00
2017,11,4750,21,2000.00
2017,11,4760,21,1000.00
2017,11,4800,21,2000.00
2017,11,4810,21,2000.00
2017,11,4820,21,1000.00
2017,11,5700,21,2000.00
2017,11,5710,21,1000.00
2017,11,5720,21,2000.00
2017,11,5730,21,1000.00
2017,11,5740,21,4000.00
2017,11,5750,21,2000.00
2017,11,5760,21,2000.00
2017,11,5800,21,2000.00
2017,11,5810,21,1000.00
2017,11,5820,21,1000.00
2017,11,6700,21,2000.00
2017,11,6720,21,2000.00
2017,11,6730,21,2000.00
2017,11,6740,21,5000.00
2017,11,6750,21,2000.00
2017,11,6760,21,3000.00
2017,11,6800,21,3000.00
2017,11,6810,21,2000.00
2017,11,6820,21,1000.00
2017,11,7700,21,2000.00
2017,11,7710,21,1000.00
2017,11,7720,21,2000.00
2017,11,7730,21,2000.00
2018,9,023,23,3000.00
2018,9,024,23,4000.00
2018,9,025,23,3000.00
2018,9,026,23,3000.00
2018,9,028,23,3000.00
2018,9,029,23,4000.00
2018,9,030,23,3000.00
2018,9,031,23,4000.00
2018,9,032,23,5000.00
2018,9,033,23,4000.00
2018,9,034,23,5000.00
2018,9,035,23,4000.00
2018,9,036,23,3000.00
2018,9,037,23,3000.00
2018,9,038,23,3000.00
2018,9,039,23,3000.00
2018,9,040,23,20000.00
2018,9,1700,23,8000.00
2018,9,1710,23,1000.00
2018,9,1720,23,3000.00
2018,9,1730,23,3000.00
2018,9,1740,23,11000.00
2018,9,1750,23,3000.00
2018,9,1760,23,4000.00
2018,9,1800,23,4000.00
2018,9,1810,23,8000.00
2018,9,1820,23,5000.00
2018,9,4700,23,2000.00
2018,9,4710,23,1000.00
2018,9,4720,23,2000.00
2018,9,4730,23,2000.00
2018,9,4740,23,6000.00
2018,9,4750,23,3000.00
2018,9,4760,23,3000.00
2018,9,4800,23,3000.00
2018,9,4810,23,4000.00
2018,9,4820,23,3000.00
2018,9,5700,23,2000.00
2018,9,5710,23,1000.00
2018,9,5720,23,3000.00
2018,9,5730,23,2000.00
2018,9,5740,23,7000.00
2018,9,5750,23,2000.00
2018,9,5760,23,3000.00
2018,9,5800,23,3000.00
2018,9,5810,23,2000.00
2018,9,5820,23,3000.00
2018,9,6700,23,3000.00
2018,9,6710,23,1000.00
2018,9,6720,23,3000.00
2018,9,6730,23,2000.00
2018,9,6740,23,7000.00
2018,9,6750,23,3000.00
2018,9,6760,23,4000.00
2018,9,6800,23,4000.00
2018,9,6810,23,3000.00
2018,9,6820,23,2000.00
2018,9,7700,23,2000.00
2018,9,7710,23,1000.00
2018,9,7720,23,3000.00
2018,9,7730,23,3000.00
2018,9,7740,23,6000.00
2018,9,7750,23,2000.00
2018,9,7760,23,3000.00
2018,9,7800,23,2000.00
2018,9,7810,23,2000.00
2018,9,7820,23,2000.00
2018,9,8700,23,2000.00
2018,9,8710,23,2000.00
2018,9,8720,23,3000.00
2018,9,8730,23,3000.00
2018,9,8740,23,9000.00
2018,9,8750,23,3000.00
2018,9,8760,23,3000.00
2018,9,8800,23,2000.00
2018,9,8810,23,2000.00
2018,9,8820,23,4000.00
2018,10,006,23,3000.00
2018,10,007,23,4000.00
2018,10,009,23,4000.00
2018,10,013,23,3000.00
2018,10,014,23,3000.00
2018,10,015,23,4000.00
2018,10,017,23,4000.00
2018,10,018,23,4000.00
2018,10,019,23,5000.00
2018,10,020,23,4000.00
2018,10,021,23,4000.00
2018,10,022,23,3000.00
2018,10,023,23,3000.00
2018,10,024,23,4000.00
2018,10,025,23,3000.00
2018,10,026,23,3000.00
2018,10,028,23,3000.00
2018,10,029,23,4000.00
2018,10,030,23,3000.00
2018,10,031,23,4000.00
2018,10,032,23,5000.00
2018,10,033,23,4000.00
2018,10,034,23,5000.00
2018,10,035,23,4000.00
2018,10,036,23,3000.00
2018,10,037,23,2000.00
2018,10,038,23,3000.00
2018,10,039,23,3000.00
2018,10,040,23,20000.00
2018,10,1700,23,8000.00
2018,10,1710,23,1000.00
2018,10,1720,23,3000.00
2018,10,1730,23,3000.00
2018,10,1740,23,11000.00
2018,10,1750,23,3000.00
2018,10,1760,23,4000.00
2018,10,1800,23,4000.00
2018,10,1810,23,8000.00
2018,10,1820,23,4000.00
2018,10,4700,23,2000.00
2018,10,4710,23,1000.00
2018,10,4720,23,2000.00
2018,10,4730,23,2000.00
2018,10,4740,23,7000.00
2018,10,4750,23,3000.00
2018,10,4760,23,3000.00
2018,10,4800,23,3000.00
2018,10,4810,23,4000.00
2018,10,4820,23,2000.00
2018,10,5700,23,2000.00
2018,10,5710,23,1000.00
2018,10,5720,23,3000.00
2018,10,5730,23,2000.00
2018,10,5740,23,7000.00
2018,10,5750,23,2000.00
2018,10,5760,23,3000.00
2018,10,5800,23,3000.00
2018,10,5810,23,2000.00
2018,10,5820,23,3000.00
2018,10,6700,23,3000.00
2018,10,6710,23,1000.00
2018,10,6720,23,3000.00
2018,10,6730,23,2000.00
2018,10,6740,23,7000.00
2018,10,6750,23,3000.00
2018,10,6760,23,4000.00
2018,10,6800,23,4000.00
2018,10,6810,23,3000.00
2018,10,6820,23,2000.00
2018,10,7700,23,2000.00
2018,10,7710,23,1000.00
2018,10,7720,23,3000.00
2018,10,7730,23,2000.00
2018,10,7740,23,7000.00
2018,10,7750,23,2000.00
2018,10,7760,23,4000.00
2018,10,7800,23,2000.00
2018,10,7810,23,2000.00
2018,10,7820,23,2000.00
2018,10,8700,23,2000.00
2018,10,8710,23,2000.00
2018,10,8720,23,3000.00
2018,10,8730,23,3000.00
2018,10,8740,23,9000.00
2018,10,8750,23,3000.00
2018,10,8760,23,3000.00
2018,10,8800,23,2000.00
2018,10,8810,23,2000.00
2018,10,8820,23,4000.00
2018,11,006,23,3000.00
2018,11,007,23,4000.00
2018,11,009,23,4000.00
2018,11,013,23,3000.00
2018,11,014,23,4000.00
2018,11,015,23,4000.00
2018,11,017,23,4000.00
2018,11,018,23,4000.00
2018,11,019,23,4000.00
2018,11,020,23,4000.00
2018,11,021,23,4000.00
2018,11,022,23,3000.00
2018,11,023,23,3000.00
2018,11,024,23,4000.00
2018,11,025,23,3000.00
2018,11,026,23,3000.00
2018,11,028,23,3000.00
2016,12,4720,38,300.00
2016,12,4810,38,300.00
2016,12,4820,38,1000.00
2016,12,5720,38,1000.00
2016,12,5740,38,1000.00
2016,12,5750,38,1000.00
2016,12,6740,38,1000.00
2016,12,7740,38,1000.00
2016,12,7750,38,1000.00
2016,12,7810,38,1000.00
2016,12,8710,38,300.00
2016,12,8740,38,1000.00
2016,12,8820,38,300.00
2019,7,1810,25,2000.00
2019,7,1820,25,1000.00
2019,7,4700,25,1000.00
2019,7,4710,25,300.00
2019,7,4720,25,1000.00
2019,7,4730,25,1000.00
2019,7,4740,25,2000.00
2019,7,4750,25,1000.00
2019,7,4760,25,1000.00
2019,7,4800,25,1000.00
2019,7,4810,25,1000.00
2019,7,4820,25,1000.00
2019,7,5700,25,1000.00
2019,7,5710,25,400.00
2019,7,5720,25,1000.00
2019,7,5730,25,1000.00
2019,7,5740,25,2000.00
2019,7,5750,25,1000.00
2019,7,5760,25,1000.00
2019,7,5800,25,1000.00
2019,7,5810,25,1000.00
2019,7,5820,25,1000.00
2019,7,6700,25,1000.00
2019,7,6710,25,400.00
2019,7,6720,25,1000.00
2019,7,6730,25,1000.00
2019,7,6740,25,3000.00
2019,7,6750,25,1000.00
2019,7,6760,25,1000.00
2019,7,6800,25,1000.00
2019,7,6810,25,1000.00
2019,7,6820,25,1000.00
2019,7,7700,25,1000.00
2019,7,7710,25,500.00
2019,7,7720,25,1000.00
2019,7,7730,25,1000.00
2019,7,7740,25,2000.00
2019,7,7750,25,1000.00
2019,7,7760,25,1000.00
2019,7,7800,25,1000.00
2019,7,7810,25,1000.00
2019,7,7820,25,1000.00
2019,7,8700,25,1000.00
2019,7,8710,25,400.00
2019,7,8720,25,1000.00
2019,7,8730,25,1000.00
2019,7,8740,25,3000.00
2019,7,8750,25,1000.00
2019,7,8760,25,1000.00
2019,7,8800,25,1000.00
2019,7,8810,25,1000.00
2019,7,8820,25,1000.00
2019,8,006,25,1000.00
2019,8,007,25,1000.00
2019,8,009,25,1000.00
2019,8,013,25,1000.00
2019,8,014,25,1000.00
2019,8,015,25,1000.00
2019,8,017,25,1000.00
2019,8,018,25,1000.00
2019,8,019,25,1000.00
2019,8,020,25,1000.00
2019,8,021,25,1000.00
2019,8,022,25,1000.00
2019,8,023,25,1000.00
2019,8,024,25,1000.00
2019,8,025,25,1000.00
2019,8,026,25,1000.00
2019,8,028,25,1000.00
2019,8,029,25,1000.00
2019,8,030,25,1000.00
2019,8,031,25,1000.00
2019,8,032,25,1000.00
2019,8,033,25,1000.00
2019,8,034,25,2000.00
2019,8,035,25,1000.00
2019,8,036,25,1000.00
2019,8,037,25,1000.00
2019,8,038,25,1000.00
2019,8,039,25,1000.00
2019,8,040,25,7000.00
2019,8,1700,25,3000.00
2019,8,1710,25,400.00
2019,8,1720,25,1000.00
2019,8,1730,25,1000.00
2019,8,1740,25,3000.00
2019,8,1750,25,1000.00
2019,8,1760,25,1000.00
2019,8,1800,25,1000.00
2019,8,1810,25,2000.00
2019,8,1820,25,1000.00
2019,8,4700,25,1000.00
2019,8,4710,25,300.00
2019,8,4720,25,1000.00
2019,8,4730,25,1000.00
2019,8,4740,25,2000.00
2019,8,4750,25,1000.00
2019,8,4760,25,1000.00
2019,8,4800,25,1000.00
2019,8,4810,25,1000.00
2019,8,4820,25,1000.00
2019,8,5700,25,1000.00
2019,8,5710,25,400.00
2019,8,5720,25,1000.00
2019,8,5730,25,1000.00
2019,8,5740,25,2000.00
2019,8,5750,25,1000.00
2019,8,5760,25,1000.00
2019,8,5800,25,1000.00
2019,8,5810,25,1000.00
2019,8,5820,25,1000.00
2019,8,6700,25,1000.00
2019,8,6710,25,400.00
2019,8,6720,25,1000.00
2019,8,6730,25,1000.00
2019,8,6740,25,3000.00
2019,8,6750,25,1000.00
2019,8,6760,25,1000.00
2019,8,6800,25,1000.00
2019,8,6810,25,1000.00
2019,8,6820,25,1000.00
2019,8,7700,25,1000.00
2019,8,7710,25,400.00
2019,8,7720,25,1000.00
2019,8,7730,25,1000.00
2019,8,7740,25,2000.00
2019,8,7750,25,1000.00
2019,8,7760,25,1000.00
2019,8,7800,25,1000.00
2019,8,7810,25,1000.00
2019,8,7820,25,1000.00
2019,8,8700,25,1000.00
2019,8,8710,25,500.00
2019,8,8720,25,1000.00
2019,8,8730,25,1000.00
2019,8,8740,25,3000.00
2019,8,8750,25,1000.00
2019,8,8760,25,1000.00
2019,8,8800,25,1000.00
2019,8,8810,25,1000.00
2019,8,8820,25,1000.00
2019,9,006,25,1000.00
2019,9,007,25,1000.00
2019,9,009,25,1000.00
2019,9,013,25,1000.00
2019,9,014,25,1000.00
2019,9,015,25,1000.00
2019,9,017,25,1000.00
2017,6,5710,14,200.00
2017,6,5720,14,300.00
2017,6,5740,14,1000.00
2017,6,5810,14,100.00
2017,6,5820,14,1000.00
2017,6,6720,14,200.00
2017,6,6740,14,200.00
2017,6,6760,14,100.00
2017,6,6810,14,1000.00
2017,6,6820,14,400.00
2017,6,7720,14,400.00
2017,6,7730,14,100.00
2017,6,7740,14,300.00
2017,6,7810,14,300.00
2017,6,7820,14,200.00
2017,6,8710,14,300.00
2017,6,8720,14,1000.00
2017,6,8740,14,300.00
2017,6,8760,14,100.00
2017,6,8810,14,1000.00
2017,6,8820,14,1000.00
2017,7,1710,14,200.00
2017,7,1720,14,1000.00
2017,7,1730,14,200.00
2017,7,1740,14,400.00
2017,7,1760,14,300.00
2017,7,1810,14,2000.00
2017,7,1820,14,2000.00
2017,7,4710,14,300.00
2017,7,4730,14,100.00
2017,7,4740,14,300.00
2017,7,4810,14,1000.00
2017,7,4820,14,300.00
2017,7,5720,14,300.00
2017,7,5740,14,1000.00
2017,7,5810,14,1000.00
2017,7,6720,14,100.00
2017,7,6740,14,100.00
2017,7,6810,14,300.00
2017,7,6820,14,400.00
2017,7,7710,14,100.00
2017,7,7720,14,100.00
2017,7,7730,14,200.00
2017,7,7740,14,200.00
2017,7,7810,14,400.00
2017,7,7820,14,100.00
2017,7,8710,14,500.00
2017,7,8720,14,200.00
2017,7,8740,14,100.00
2017,7,8810,14,1000.00
2017,7,8820,14,1000.00
2017,8,1710,14,400.00
2017,8,1720,14,400.00
2017,8,1730,14,300.00
2017,8,1740,14,1000.00
2017,8,1760,14,100.00
2017,8,1810,14,3000.00
2017,8,1820,14,1000.00
2017,8,4710,14,100.00
2017,8,4740,14,200.00
2017,8,4760,14,100.00
2017,8,4810,14,1000.00
2017,8,4820,14,500.00
2017,8,5720,14,1000.00
2017,8,5740,14,1000.00
2017,8,5810,14,200.00
2017,8,5820,14,300.00
2017,8,6720,14,200.00
2017,8,6740,14,100.00
2017,8,6810,14,1000.00
2017,8,6820,14,300.00
2017,8,7710,14,200.00
2017,8,7720,14,300.00
2017,8,7730,14,300.00
2017,8,7740,14,200.00
2017,8,7810,14,1000.00
2017,8,7820,14,100.00
2017,8,8710,14,300.00
2017,8,8720,14,1000.00
2017,8,8730,14,200.00
2017,8,8740,14,1000.00
2017,8,8810,14,1000.00
2017,8,8820,14,1000.00
2017,9,1710,14,300.00
2017,9,1730,14,100.00
2017,9,1740,14,1000.00
2017,9,1760,14,300.00
2017,9,1810,14,1000.00
2017,9,1820,14,1000.00
2017,9,4710,14,200.00
2017,9,4720,14,200.00
2017,9,4730,14,200.00
2017,9,4740,14,400.00
2017,9,4760,14,200.00
2017,9,4810,14,1000.00
2017,9,4820,14,500.00
2017,9,5710,14,200.00
2017,9,5720,14,100.00
2017,9,5740,14,500.00
2017,9,5810,14,300.00
2017,9,5820,14,200.00
2017,9,6720,14,100.00
2016,9,8710,25,300.00
2016,9,8720,25,1000.00
2016,9,8730,25,1000.00
2016,9,8740,25,2000.00
2016,9,8750,25,1000.00
2016,9,8760,25,1000.00
2016,9,8800,25,1000.00
2016,9,8810,25,400.00
2016,9,8820,25,1000.00
2016,10,006,25,400.00
2016,10,007,25,200.00
2017,1,4700,4,4000.00
2017,1,4720,4,1000.00
2017,1,4730,4,300.00
2017,1,4740,4,1000.00
2017,1,4750,4,1000.00
2017,1,4800,4,1000.00
2017,1,4810,4,500.00
2017,1,4820,4,1000.00
2017,1,5710,4,1000.00
2017,1,5720,4,1000.00
2017,1,5730,4,1000.00
2017,1,5740,4,1000.00
2017,1,5750,4,1000.00
2017,1,5800,4,1000.00
2017,1,5820,4,400.00
2017,1,6700,4,1000.00
2017,1,6740,4,3000.00
2017,1,6750,4,1000.00
2016,2,4760,23,1000.00
2016,2,4800,23,2000.00
2016,2,4810,23,1000.00
2016,2,4820,23,1000.00
2016,2,5700,23,2000.00
2016,2,5710,23,1000.00
2016,2,5720,23,2000.00
2016,2,5730,23,2000.00
2016,2,5740,23,2000.00
2016,2,5750,23,2000.00
2016,2,5760,23,2000.00
2016,2,5800,23,3000.00
2016,2,5810,23,1000.00
2016,2,5820,23,1000.00
2016,2,6700,23,2000.00
2016,2,6720,23,2000.00
2016,2,6730,23,1000.00
2016,2,6740,23,6000.00
2016,2,6750,23,2000.00
2016,2,6760,23,3000.00
2016,2,6800,23,4000.00
2016,2,6810,23,200.00
2016,2,6820,23,1000.00
2016,2,7700,23,2000.00
2016,2,7710,23,1000.00
2016,2,7720,23,2000.00
2016,2,7730,23,2000.00
2016,2,7740,23,4000.00
2016,2,7750,23,2000.00
2016,2,7760,23,2000.00
2016,2,7800,23,2000.00
2016,2,7810,23,2000.00
2016,2,7820,23,1000.00
2016,2,8700,23,2000.00
2016,2,8710,23,1000.00
2016,2,8720,23,3000.00
2016,2,8730,23,2000.00
2016,2,8740,23,6000.00
2016,2,8750,23,2000.00
2016,2,8760,23,2000.00
2016,2,8800,23,2000.00
2016,2,8810,23,1000.00
2016,2,8820,23,2000.00
2016,3,006,23,1000.00
2016,3,007,23,1000.00
2016,3,009,23,1000.00
2016,3,013,23,1000.00
2016,3,014,23,1000.00
2016,3,015,23,2000.00
2016,3,017,23,1000.00
2016,3,018,23,2000.00
2016,3,019,23,2000.00
2016,3,020,23,2000.00
2016,3,021,23,2000.00
2016,3,022,23,1000.00
2016,3,023,23,2000.00
2016,3,025,23,1000.00
2016,3,026,23,1000.00
2016,3,029,23,2000.00
2016,3,030,23,1000.00
2016,3,031,23,1000.00
2016,3,032,23,2000.00
2016,3,033,23,1000.00
2016,3,034,23,2000.00
2016,3,035,23,1000.00
2016,3,036,23,2000.00
2016,3,039,23,1000.00
2016,3,040,23,4000.00
2016,3,1700,23,7000.00
2016,3,1710,23,1000.00
2016,3,1720,23,2000.00
2016,3,1730,23,3000.00
2016,3,1740,23,8000.00
2016,3,1750,23,2000.00
2016,3,1760,23,3000.00
2016,3,1800,23,4000.00
2016,3,1810,23,6000.00
2016,3,1820,23,4000.00
2016,3,4700,23,2000.00
2016,3,4710,23,400.00
2016,3,4720,23,1000.00
2016,3,4730,23,2000.00
2016,3,4740,23,3000.00
2016,3,4750,23,2000.00
2016,3,4760,23,1000.00
2016,3,4800,23,3000.00
2016,3,4810,23,1000.00
2016,3,4820,23,1000.00
2016,3,5700,23,2000.00
2016,3,5710,23,1000.00
2016,3,5720,23,2000.00
2016,3,5730,23,2000.00
2016,3,5740,23,3000.00
2016,3,5750,23,2000.00
2016,3,5760,23,2000.00
2016,3,5800,23,3000.00
2016,3,5810,23,1000.00
2016,3,5820,23,1000.00
2016,3,6700,23,2000.00
2016,3,6720,23,2000.00
2016,3,6730,23,1000.00
2016,3,6740,23,6000.00
2016,3,6750,23,2000.00
2016,3,6760,23,3000.00
2016,3,6800,23,4000.00
2016,3,6810,23,1000.00
2016,3,6820,23,2000.00
2016,3,7700,23,2000.00
2016,3,7710,23,1000.00
2016,3,7720,23,3000.00
2016,3,7730,23,2000.00
2016,3,7740,23,4000.00
2016,3,7750,23,2000.00
2016,3,7760,23,2000.00
2016,3,7800,23,2000.00
2016,3,7810,23,2000.00
2016,3,7820,23,1000.00
2016,3,8700,23,2000.00
2016,3,8710,23,1000.00
2016,3,8720,23,3000.00
2016,3,8730,23,2000.00
2016,3,8740,23,6000.00
2016,3,8750,23,2000.00
2016,3,8760,23,2000.00
2016,3,8800,23,2000.00
2016,3,8810,23,1000.00
2016,3,8820,23,2000.00
2016,4,006,23,1000.00
2016,4,007,23,1000.00
2016,4,009,23,2000.00
2016,4,013,23,1000.00
2016,4,014,23,1000.00
2016,4,015,23,2000.00
2016,4,017,23,2000.00
2016,4,018,23,2000.00
2016,4,019,23,2000.00
2016,4,020,23,2000.00
2016,4,021,23,2000.00
2016,4,022,23,1000.00
2016,4,023,23,2000.00
2016,4,025,23,1000.00
2016,4,026,23,1000.00
2016,4,029,23,2000.00
2016,4,030,23,1000.00
2016,4,031,23,1000.00
2016,4,032,23,2000.00
2016,4,033,23,1000.00
2016,4,034,23,2000.00
2016,4,035,23,1000.00
2016,4,036,23,2000.00
2016,4,039,23,1000.00
2016,4,040,23,4000.00
2016,4,1700,23,7000.00
2016,4,1710,23,1000.00
2016,4,1720,23,2000.00
2016,4,1730,23,3000.00
2016,4,1740,23,8000.00
2016,4,1750,23,2000.00
2016,4,1760,23,4000.00
2016,4,1800,23,4000.00
2016,4,1810,23,6000.00
2016,4,1820,23,4000.00
2016,4,4700,23,2000.00
2016,4,4710,23,400.00
2016,4,4720,23,2000.00
2016,4,4730,23,2000.00
2016,4,4740,23,3000.00
2016,4,4750,23,2000.00
2016,4,4760,23,1000.00
2016,4,4800,23,3000.00
2016,4,4810,23,1000.00
2016,4,4820,23,1000.00
2016,4,5700,23,2000.00
2016,4,5710,23,1000.00
2016,4,5720,23,2000.00
2016,4,5730,23,2000.00
2016,4,5740,23,3000.00
2016,4,5750,23,2000.00
2016,4,5760,23,2000.00
2016,4,5800,23,3000.00
2016,4,5810,23,1000.00
2016,4,5820,23,1000.00
2016,4,6700,23,2000.00
2016,4,6720,23,2000.00
2016,4,6730,23,1000.00
2016,4,6740,23,6000.00
2016,4,6750,23,2000.00
2016,4,6760,23,3000.00
2016,4,6800,23,4000.00
2016,4,6810,23,1000.00
2016,4,6820,23,2000.00
2016,4,7700,23,2000.00
2016,4,7710,23,1000.00
2016,4,7720,23,3000.00
2016,4,7730,23,2000.00
2016,4,7740,23,4000.00
2016,4,7750,23,2000.00
2016,4,7760,23,2000.00
2016,4,7800,23,2000.00
2016,4,7810,23,2000.00
2016,4,7820,23,1000.00
2016,4,8700,23,2000.00
2016,4,8710,23,1000.00
2016,4,8720,23,3000.00
2016,4,8730,23,2000.00
2016,4,8740,23,6000.00
2016,4,8750,23,2000.00
2016,4,8760,23,2000.00
2016,4,8800,23,2000.00
2016,4,8810,23,1000.00
2016,4,8820,23,2000.00
2016,5,006,23,1000.00
2016,5,007,23,1000.00
2016,5,009,23,2000.00
2016,5,013,23,1000.00
2016,5,014,23,1000.00
2016,5,015,23,2000.00
2016,5,017,23,2000.00
2016,5,018,23,2000.00
2016,5,019,23,2000.00
2016,5,020,23,2000.00
2016,5,021,23,2000.00
2016,5,022,23,2000.00
2016,5,023,23,2000.00
2016,5,025,23,2000.00
2016,5,026,23,1000.00
2016,5,029,23,2000.00
2016,5,030,23,1000.00
2016,5,031,23,1000.00
2016,5,032,23,2000.00
2016,5,033,23,2000.00
2016,5,034,23,2000.00
2016,5,035,23,1000.00
2016,5,036,23,2000.00
2016,5,039,23,1000.00
2016,5,040,23,5000.00
2016,5,1700,23,7000.00
2016,5,1710,23,1000.00
2016,5,1720,23,2000.00
2016,5,1730,23,3000.00
2016,5,1740,23,8000.00
2016,5,1750,23,2000.00
2016,5,1760,23,4000.00
2016,5,1800,23,4000.00
2016,5,1810,23,6000.00
2016,5,1820,23,4000.00
2016,5,4700,23,2000.00
2016,5,4710,23,400.00
2016,5,4720,23,2000.00
2016,5,4730,23,2000.00
2016,5,4740,23,3000.00
2016,5,4750,23,2000.00
2016,5,4760,23,1000.00
2016,5,4800,23,3000.00
2017,8,022,4,400.00
2017,8,023,4,400.00
2017,8,024,4,100.00
2017,8,026,4,200.00
2017,8,029,4,200.00
2017,8,030,4,2000.00
2017,8,031,4,300.00
2017,8,032,4,1000.00
2017,8,033,4,500.00
2017,8,034,4,2000.00
2017,8,035,4,1000.00
2017,8,039,4,2000.00
2017,8,040,4,4000.00
2017,8,1700,4,6000.00
2017,8,1710,4,1000.00
2017,8,1720,4,1000.00
2017,8,1730,4,2000.00
2017,8,1740,4,8000.00
2017,8,1750,4,2000.00
2017,8,1760,4,1000.00
2017,8,1810,4,3000.00
2017,8,1820,4,1000.00
2017,8,4700,4,1000.00
2017,8,4710,4,1000.00
2017,8,4730,4,100.00
2017,8,4740,4,400.00
2017,8,4750,4,3000.00
2017,8,4760,4,400.00
2017,8,4800,4,4000.00
2017,8,4810,4,1000.00
2017,8,4820,4,200.00
2017,8,5700,4,1000.00
2017,8,5710,4,200.00
2017,8,5720,4,1000.00
2017,8,5730,4,4000.00
2017,8,5740,4,2000.00
2017,8,5750,4,4000.00
2017,8,5800,4,3000.00
2017,8,5810,4,200.00
2019,6,1810,17,100.00
2019,6,4720,17,400.00
2019,6,4730,17,300.00
2019,6,4750,17,200.00
2019,6,4760,17,300.00
2019,6,4810,17,200.00
2019,6,5740,17,100.00
2019,6,6720,17,300.00
2019,6,6740,17,400.00
2019,6,6750,17,200.00
2019,6,6760,17,1000.00
2019,6,6810,17,200.00
2019,6,7730,17,200.00
2019,6,7740,17,1000.00
2019,6,7750,17,400.00
2019,6,7820,17,200.00
2019,6,8700,17,1000.00
2019,7,009,17,200.00
2019,7,014,17,400.00
2019,7,019,17,200.00
2019,7,021,17,200.00
2019,7,024,17,300.00
2019,7,026,17,200.00
2019,7,031,17,500.00
2019,7,032,17,200.00
2019,7,033,17,200.00
2019,7,040,17,1000.00
2019,7,1710,17,500.00
2019,7,1740,17,1000.00
2019,7,1760,17,1000.00
2019,7,1810,17,300.00
2019,7,1820,17,200.00
2019,7,4720,17,200.00
2019,7,4740,17,1000.00
2019,7,4760,17,300.00
2019,7,5730,17,200.00
2019,7,6740,17,200.00
2019,7,6760,17,300.00
2019,7,6810,17,200.00
2019,7,7710,17,200.00
2019,7,7720,17,1000.00
2019,7,7740,17,300.00
2019,7,7760,17,300.00
2019,7,8700,17,200.00
2019,7,8740,17,300.00
2019,7,8820,17,300.00
2019,8,007,17,200.00
2019,8,009,17,200.00
2019,8,019,17,200.00
2019,8,020,17,200.00
2019,8,022,17,300.00
2019,8,024,17,400.00
2019,8,028,17,300.00
2019,8,039,17,200.00
2019,8,040,17,200.00
2019,8,1700,17,200.00
2019,8,1740,17,100.00
2019,8,1750,17,300.00
2019,8,1810,17,400.00
2019,8,1820,17,200.00
2019,8,4740,17,400.00
2019,8,4760,17,300.00
2019,8,5730,17,300.00
2019,8,5740,17,400.00
2019,8,5750,17,200.00
2019,8,6710,17,200.00
2019,8,6740,17,1000.00
2019,8,6820,17,300.00
2019,8,7720,17,200.00
2019,8,7740,17,100.00
2019,8,7750,17,300.00
2019,8,7810,17,300.00
2019,8,7820,17,200.00
2019,8,8730,17,100.00
2019,8,8740,17,300.00
2019,8,8750,17,200.00
2019,8,8820,17,1000.00
2019,9,009,17,200.00
2019,9,019,17,1000.00
2019,9,022,17,200.00
2019,9,024,17,200.00
2019,9,026,17,300.00
2019,9,036,17,200.00
2019,9,040,17,300.00
2019,9,1720,17,400.00
2019,9,1740,17,100.00
2019,9,1800,17,400.00
2019,9,1820,17,1000.00
2019,9,4740,17,1000.00
2019,9,4750,17,1000.00
2019,9,4760,17,500.00
2019,9,5710,17,100.00
2019,9,5720,17,1000.00
2019,9,5740,17,100.00
2019,9,5800,17,300.00
2019,9,6730,17,100.00
